llave_sintetica,k
M_15_1_85 y más,4
M_15_2_1-4,1
M_15_2_10-14,12
M_15_2_15-19,19
M_15_2_20-24,15
M_15_2_25-29,21
M_15_2_30-34,27
M_15_2_35-39,18
M_15_2_40-44,22
M_15_2_45-49,17
M_15_2_5-9,10
M_15_2_50-54,13
M_15_2_55-59,14
M_15_2_60-64,14
M_15_2_65-69,13
M_15_2_70-74,9
M_15_2_75-79,8
M_15_2_80-84,7
M_15_2_85 y más,2
M_15_2_Menor de 1,5
M_16_1_1-4,12
M_16_1_10-14,30
M_16_1_15-19,34
M_16_1_20-24,38
M_16_1_25-29,33
M_16_1_40-44,33
M_16_1_45-49,27
M_16_1_5-9,23
M_16_1_50-54,37
M_16_1_55-59,35
M_16_1_60-64,27
M_16_1_65-69,16
M_16_1_70-74,9
M_16_1_75-79,9
M_16_1_80-84,4
M_16_1_85 y más,5
M_16_1_Menor de 1,3
M_16_2_1-4,6
M_16_2_10-14,22
M_16_2_15-19,21
M_16_2_20-24,29
M_16_2_25-29,33
M_16_2_30-34,40
M_16_2_35-39,36
M_16_2_40-44,35
M_16_2_45-49,38
M_16_2_5-9,18
M_16_2_50-54,29
M_16_2_55-59,27
M_16_2_60-64,27
M_16_2_65-69,18
M_16_2_70-74,16
M_16_2_75-79,20
M_16_2_80-84,9
M_16_2_85 y más,2
M_16_2_Menor de 1,4
M_17_1_Menor de 1,28
M_17_2_Menor de 1,17
M_18_1_1-4,42
M_18_1_85 y más,36
M_18_1_Menor de 1,3
M_18_2_1-4,39
M_18_2_5-9,42
M_18_2_Menor de 1,1
M_19_1_1-4,13
M_19_1_10-14,23
M_19_1_15-19,21
M_19_1_20-24,45
M_19_1_25-29,42
M_19_1_35-39,39
M_19_1_45-49,24
M_19_1_5-9,30
M_19_1_50-54,20
M_19_1_55-59,19
M_19_1_60-64,28
M_19_1_65-69,12
M_19_1_70-74,16
M_19_1_75-79,14
M_19_1_80-84,6
M_19_1_85 y más,6
M_19_2_1-4,19
M_19_2_10-14,26
M_19_2_15-19,28
M_19_2_20-24,26
M_19_2_25-29,47
M_19_2_30-34,29
M_19_2_35-39,48
M_19_2_40-44,31
M_19_2_45-49,39
M_19_2_5-9,12
M_19_2_50-54,19
M_19_2_55-59,20
M_19_2_60-64,33
M_19_2_65-69,26
M_19_2_70-74,20
M_19_2_75-79,14
M_19_2_80-84,16
M_20_1_1-4,7
M_20_1_10-14,11
M_20_1_15-19,8
M_20_1_20-24,7
M_20_1_25-29,17
M_20_1_30-34,16
M_20_1_35-39,15
M_20_1_40-44,10
M_20_1_45-49,14
M_20_1_5-9,6
M_20_1_50-54,15
M_20_1_55-59,17
M_20_1_60-64,22
M_20_1_65-69,16
M_20_1_70-74,10
M_20_1_75-79,9
M_20_1_80-84,2
M_20_1_85 y más,3
M_20_2_10-14,5
M_20_2_15-19,3
M_20_2_20-24,8
M_20_2_25-29,12
M_20_2_30-34,13
M_20_2_35-39,16
M_20_2_40-44,15
M_20_2_45-49,19
M_20_2_5-9,1
M_20_2_50-54,25
M_20_2_55-59,13
M_20_2_60-64,13
M_20_2_65-69,17
M_20_2_70-74,11
M_20_2_75-79,8
M_20_2_80-84,1
M_20_2_Menor de 1,2
M_21_1_1-4,15
M_21_1_10-14,34
M_21_1_15-19,27
M_21_1_20-24,30
M_21_1_25-29,32
M_21_1_30-34,29
M_21_1_35-39,46
M_21_1_40-44,28
M_21_1_45-49,32
M_21_1_5-9,29
M_21_1_50-54,25
M_21_1_55-59,28
M_21_1_60-64,22
M_21_1_65-69,22
M_21_1_70-74,16
M_21_1_75-79,9
M_21_1_80-84,7
M_21_1_85 y más,1
M_21_1_Menor de 1,3
M_21_2_1-4,12
M_21_2_10-14,28
M_21_2_15-19,22
M_21_2_20-24,28
M_21_2_25-29,43
M_21_2_30-34,32
M_21_2_35-39,30
M_21_2_40-44,45
M_21_2_45-49,32
M_21_2_5-9,21
M_21_2_50-54,27
M_21_2_55-59,25
M_21_2_60-64,25
M_21_2_65-69,7
M_21_2_70-74,5
M_21_2_75-79,8
M_21_2_80-84,3
M_22_1_1-4,5
M_22_1_10-14,21
M_22_1_15-19,20
M_22_1_20-24,22
M_22_1_25-29,26
M_22_1_30-34,36
M_22_1_35-39,26
M_22_1_40-44,32
M_22_1_45-49,9
M_22_1_5-9,14
M_22_1_50-54,16
M_22_1_55-59,11
M_22_1_60-64,11
M_22_1_65-69,14
M_22_1_70-74,9
M_22_1_75-79,2
M_22_1_80-84,1
M_22_1_85 y más,3
M_22_2_1-4,7
M_22_2_10-14,13
M_22_2_15-19,14
M_22_2_20-24,13
M_22_2_25-29,26
M_22_2_30-34,21
M_22_2_35-39,8
M_22_2_40-44,12
M_22_2_45-49,16
M_22_2_5-9,13
M_22_2_50-54,23
M_22_2_55-59,7
M_22_2_60-64,15
M_22_2_65-69,3
M_22_2_70-74,4
M_22_2_75-79,9
M_22_2_80-84,3
M_22_2_Menor de 1,1
M_23_1_1-4,30
M_23_1_70-74,48
M_23_1_75-79,35
M_23_1_80-84,29
M_23_1_85 y más,12
M_23_1_Menor de 1,7
M_23_2_1-4,17
M_23_2_5-9,34
M_23_2_75-79,35
M_23_2_80-84,28
M_23_2_85 y más,18
M_23_2_Menor de 1,6
M_24_1_1-4,15
M_24_1_15-19,29
M_24_1_20-24,41
M_24_1_25-29,47
M_24_1_5-9,18
M_24_1_55-59,42
M_24_1_60-64,49
M_24_1_65-69,39
M_24_1_70-74,33
M_24_1_75-79,26
M_24_1_80-84,7
M_24_1_85 y más,3
M_24_1_Menor de 1,2
M_24_2_1-4,8
M_24_2_10-14,28
M_24_2_15-19,36
M_24_2_30-34,38
M_24_2_35-39,46
M_24_2_40-44,49
M_24_2_5-9,12
M_24_2_55-59,48
M_24_2_60-64,44
M_24_2_65-69,33
M_24_2_70-74,31
M_24_2_75-79,15
M_24_2_80-84,8
M_24_2_85 y más,7
M_24_2_Menor de 1,1
M_88_1_1-4,1
M_88_1_15-19,3
M_88_1_20-24,2
M_88_1_25-29,2
M_88_1_30-34,4
M_88_1_35-39,2
M_88_1_40-44,2
M_88_1_45-49,5
M_88_1_55-59,1
M_88_1_60-64,2
M_88_1_65-69,2
M_88_1_70-74,3
M_88_1_75-79,2
M_88_2_1-4,1
M_88_2_10-14,5
M_88_2_15-19,3
M_88_2_20-24,4
M_88_2_25-29,1
M_88_2_30-34,2
M_88_2_40-44,1
M_88_2_45-49,5
M_88_2_5-9,1
M_88_2_50-54,2
M_88_2_55-59,3
M_88_2_60-64,6
M_88_2_65-69,1
M_88_2_70-74,1
M_88_2_85 y más,1
N_02_1_10-14,46
N_02_1_5-9,48
N_02_1_Menor de 1,11
N_02_2_Menor de 1,20
N_03_1_Menor de 1,31
N_03_2_Menor de 1,42
N_04_1_25-29,42
N_04_1_30-34,44
N_04_1_35-39,44
N_04_1_40-44,35
N_04_1_Menor de 1,17
N_04_2_10-14,46
N_04_2_Menor de 1,41
N_05_1_Menor de 1,29
N_05_2_Menor de 1,46
N_06_1_Menor de 1,42
N_06_2_Menor de 1,45
N_11_1_Menor de 1,48
N_14_1_40-44,49
N_14_1_Menor de 1,38
N_14_2_Menor de 1,41
N_15_1_10-14,40
N_15_1_15-19,42
N_15_1_20-24,30
N_15_1_25-29,28
N_15_1_30-34,49
N_15_1_35-39,31
N_15_1_40-44,33
N_15_1_45-49,43
N_15_1_5-9,40
N_15_1_50-54,33
N_15_1_80-84,35
N_15_1_85 y más,36
N_15_1_Menor de 1,43
N_15_2_10-14,45
N_15_2_70-74,44
N_15_2_80-84,33
N_15_2_85 y más,47
N_16_1_1-4,44
N_16_1_10-14,36
N_16_1_25-29,41
N_16_1_30-34,43
N_16_1_80-84,44
N_16_1_Menor de 1,18
N_16_2_75-79,41
N_16_2_80-84,18
N_16_2_85 y más,34
N_16_2_Menor de 1,24
N_19_1_10-14,46
N_19_1_50-54,43
N_19_1_Menor de 1,17
N_20_1_1-4,7
N_20_1_10-14,8
N_20_1_15-19,6
N_20_1_20-24,7
N_20_1_25-29,6
N_20_1_30-34,11
N_20_1_35-39,8
N_20_1_40-44,12
N_20_1_45-49,13
N_20_1_5-9,5
N_20_1_50-54,10
N_20_1_55-59,14
N_20_1_60-64,15
N_20_1_65-69,18
N_20_1_70-74,13
N_20_1_75-79,12
N_20_1_80-84,16
N_20_1_85 y más,7
N_20_1_Menor de 1,1
N_20_2_1-4,13
N_20_2_10-14,8
N_20_2_15-19,22
N_20_2_20-24,28
N_20_2_25-29,48
N_20_2_30-34,46
N_20_2_5-9,12
N_20_2_50-54,43
N_20_2_55-59,25
N_20_2_60-64,17
N_20_2_65-69,10
N_20_2_70-74,7
N_20_2_75-79,5
N_20_2_80-84,5
N_20_2_85 y más,3
N_20_2_Menor de 1,4
N_21_1_20-24,49
N_21_1_5-9,47
N_21_1_Menor de 1,24
N_21_2_80-84,35
N_21_2_85 y más,22
N_21_2_Menor de 1,42
N_22_1_15-19,45
N_22_1_20-24,41
N_22_1_30-34,45
N_22_1_45-49,44
N_22_1_5-9,32
N_22_1_50-54,31
N_22_1_80-84,36
N_22_1_85 y más,25
N_22_1_Menor de 1,22
N_22_2_5-9,45
N_22_2_70-74,47
N_22_2_75-79,27
N_22_2_80-84,18
N_22_2_85 y más,17
N_22_2_Menor de 1,25
N_24_1_Menor de 1,27
N_24_2_Menor de 1,37
N_88_1_1-4,7
N_88_1_15-19,7
N_88_1_20-24,2
N_88_1_25-29,4
N_88_1_30-34,1
N_88_1_35-39,7
N_88_1_40-44,3
N_88_1_45-49,5
N_88_1_5-9,4
N_88_1_50-54,2
N_88_1_55-59,7
N_88_1_60-64,8
N_88_1_65-69,11
N_88_1_70-74,7
N_88_1_75-79,5
N_88_1_80-84,5
N_88_1_85 y más,2
N_88_1_Menor de 1,1
N_88_2_1-4,10
N_88_2_10-14,4
N_88_2_15-19,16
N_88_2_20-24,15
N_88_2_25-29,19
N_88_2_30-34,14
N_88_2_35-39,14
N_88_2_40-44,15
N_88_2_45-49,6
N_88_2_5-9,3
N_88_2_50-54,6
N_88_2_55-59,7
N_88_2_60-64,5
N_88_2_65-69,7
N_88_2_70-74,8
N_88_2_75-79,2
N_88_2_80-84,5
N_88_2_Menor de 1,5
O_01_2_50-54,9
O_03_2_50-54,1
O_04_2_45-49,44
O_04_2_50-54,4
O_04_2_55-59,2
O_05_2_50-54,2
O_06_2_50-54,4
O_07_2_50-54,8
O_07_2_55-59,1
O_08_2_50-54,1
O_09_2_55-59,2
O_10_2_50-54,3
O_12_2_50-54,7
O_13_2_50-54,20
O_13_2_55-59,1
O_14_2_50-54,5
O_15_2_50-54,3
O_16_2_50-54,3
O_17_2_50-54,24
O_17_2_55-59,3
O_17_2_60-64,1
O_18_2_50-54,4
O_19_2_45-49,47
O_20_2_10-14,13
O_20_2_45-49,16
O_21_2_50-54,4
O_22_2_45-49,39
O_23_2_50-54,7
O_24_2_50-54,2
O_24_2_55-59,1
O_88_2_10-14,7
O_88_2_40-44,39
O_88_2_45-49,4
P_01_2_35-39,1
P_07_2_20-24,1
P_08_2_40-44,1
P_09_2_15-19,1
P_09_2_20-24,4
P_09_2_25-29,2
P_09_2_30-34,3
P_10_2_30-34,1
P_11_2_25-29,1
P_11_2_30-34,2
P_13_2_20-24,1
P_13_2_25-29,1
P_13_2_30-34,1
P_14_2_15-19,2
P_14_2_35-39,1
P_15_2_30-34,1
P_17_2_15-19,2
P_17_2_20-24,1
P_17_2_25-29,3
P_17_2_30-34,3
P_17_2_35-39,6
P_17_2_40-44,1
P_18_2_15-19,1
P_24_2_15-19,1
P_24_2_20-24,1
P_24_2_25-29,1
P_24_2_35-39,1
P_24_2_40-44,1
P_88_1_Menor de 1,15
P_88_2_Menor de 1,12
Q_01_1_25-29,39
Q_01_1_30-34,29
Q_01_1_35-39,32
Q_01_1_40-44,35
Q_01_1_45-49,17
Q_01_1_50-54,20
Q_01_1_55-59,21
Q_01_1_60-64,28
Q_01_1_65-69,12
Q_01_1_70-74,19
Q_01_1_75-79,13
Q_01_1_80-84,11
Q_01_1_85 y más,11
Q_01_2_55-59,41
Q_01_2_60-64,20
Q_01_2_65-69,32
Q_01_2_70-74,22
Q_01_2_75-79,18
Q_01_2_80-84,8
Q_01_2_85 y más,10
Q_02_1_10-14,32
Q_02_1_15-19,19
Q_02_1_20-24,10
Q_02_1_25-29,3
Q_02_1_30-34,8
Q_02_1_35-39,1
Q_02_1_40-44,1
Q_02_1_45-49,1
Q_02_1_5-9,45
Q_02_1_50-54,4
Q_02_1_55-59,2
Q_02_1_60-64,2
Q_02_1_65-69,1
Q_02_1_70-74,3
Q_02_1_85 y más,2
Q_02_2_1-4,34
Q_02_2_10-14,20
Q_02_2_15-19,23
Q_02_2_20-24,15
Q_02_2_25-29,16
Q_02_2_30-34,10
Q_02_2_35-39,16
Q_02_2_40-44,10
Q_02_2_45-49,7
Q_02_2_5-9,15
Q_02_2_50-54,4
Q_02_2_55-59,7
Q_02_2_60-64,5
Q_02_2_65-69,1
Q_02_2_70-74,2
Q_02_2_75-79,4
Q_02_2_80-84,1
Q_02_2_85 y más,2
Q_02_2_Menor de 1,48
Q_03_1_15-19,18
Q_03_1_20-24,8
Q_03_1_25-29,10
Q_03_1_30-34,8
Q_03_1_35-39,4
Q_03_1_40-44,1
Q_03_1_45-49,6
Q_03_1_50-54,8
Q_03_1_55-59,5
Q_03_1_60-64,3
Q_03_1_65-69,2
Q_03_1_70-74,3
Q_03_1_75-79,3
Q_03_1_80-84,5
Q_03_1_85 y más,2
Q_03_2_10-14,39
Q_03_2_15-19,15
Q_03_2_20-24,19
Q_03_2_25-29,18
Q_03_2_30-34,18
Q_03_2_35-39,19
Q_03_2_40-44,11
Q_03_2_45-49,19
Q_03_2_5-9,39
Q_03_2_50-54,10
Q_03_2_55-59,10
Q_03_2_60-64,6
Q_03_2_65-69,4
Q_03_2_70-74,4
Q_03_2_75-79,3
Q_03_2_80-84,3
Q_03_2_85 y más,4
Q_04_1_10-14,33
Q_04_1_15-19,24
Q_04_1_20-24,1
Q_04_1_25-29,4
Q_04_1_30-34,2
Q_04_1_35-39,5
Q_04_1_40-44,4
Q_04_1_45-49,3
Q_04_1_55-59,2
Q_04_1_60-64,6
Q_04_1_65-69,3
Q_04_1_70-74,7
Q_04_1_75-79,2
Q_04_1_80-84,1
Q_04_1_85 y más,1
Q_04_2_10-14,19
Q_04_2_15-19,13
Q_04_2_20-24,6
Q_04_2_25-29,4
Q_04_2_30-34,10
Q_04_2_35-39,13
Q_04_2_40-44,9
Q_04_2_45-49,4
Q_04_2_5-9,20
Q_04_2_50-54,5
Q_04_2_55-59,2
Q_04_2_60-64,1
Q_04_2_65-69,2
Q_04_2_70-74,4
Q_04_2_75-79,2
Q_04_2_80-84,3
Q_04_2_Menor de 1,47
Q_05_1_15-19,36
Q_05_1_20-24,14
Q_05_1_25-29,3
Q_05_1_30-34,5
Q_05_1_35-39,7
Q_05_1_40-44,6
Q_05_1_45-49,3
Q_05_1_50-54,5
Q_05_1_55-59,3
Q_05_1_60-64,5
Q_05_1_65-69,4
Q_05_1_70-74,2
Q_05_1_75-79,6
Q_05_1_85 y más,2
Q_05_2_10-14,41
Q_05_2_15-19,40
Q_05_2_20-24,25
Q_05_2_25-29,25
Q_05_2_30-34,24
Q_05_2_35-39,32
Q_05_2_40-44,21
Q_05_2_45-49,20
Q_05_2_5-9,49
Q_05_2_50-54,11
Q_05_2_55-59,7
Q_05_2_60-64,2
Q_05_2_65-69,5
Q_05_2_70-74,2
Q_05_2_75-79,2
Q_05_2_80-84,1
Q_05_2_85 y más,1
Q_06_1_15-19,37
Q_06_1_20-24,21
Q_06_1_25-29,16
Q_06_1_30-34,7
Q_06_1_35-39,7
Q_06_1_40-44,3
Q_06_1_45-49,9
Q_06_1_50-54,7
Q_06_1_55-59,6
Q_06_1_60-64,5
Q_06_1_65-69,7
Q_06_1_70-74,3
Q_06_1_75-79,4
Q_06_1_80-84,3
Q_06_1_85 y más,2
Q_06_2_10-14,48
Q_06_2_15-19,33
Q_06_2_20-24,20
Q_06_2_25-29,27
Q_06_2_30-34,21
Q_06_2_35-39,19
Q_06_2_40-44,17
Q_06_2_45-49,13
Q_06_2_50-54,12
Q_06_2_55-59,8
Q_06_2_60-64,14
Q_06_2_65-69,4
Q_06_2_70-74,5
Q_06_2_75-79,3
Q_06_2_80-84,3
Q_06_2_85 y más,1
Q_07_1_15-19,41
Q_07_1_20-24,20
Q_07_1_25-29,22
Q_07_1_30-34,11
Q_07_1_35-39,16
Q_07_1_40-44,11
Q_07_1_45-49,15
Q_07_1_50-54,9
Q_07_1_55-59,19
Q_07_1_60-64,11
Q_07_1_65-69,11
Q_07_1_70-74,3
Q_07_1_75-79,10
Q_07_1_80-84,1
Q_07_1_85 y más,3
Q_07_2_20-24,40
Q_07_2_25-29,31
Q_07_2_30-34,43
Q_07_2_35-39,25
Q_07_2_40-44,30
Q_07_2_45-49,20
Q_07_2_50-54,19
Q_07_2_55-59,14
Q_07_2_60-64,9
Q_07_2_65-69,10
Q_07_2_70-74,7
Q_07_2_75-79,5
Q_07_2_80-84,3
Q_07_2_85 y más,3
Q_08_1_10-14,39
Q_08_1_15-19,6
Q_08_1_20-24,5
Q_08_1_25-29,11
Q_08_1_30-34,13
Q_08_1_35-39,6
Q_08_1_40-44,8
Q_08_1_45-49,7
Q_08_1_50-54,4
Q_08_1_55-59,2
Q_08_1_60-64,5
Q_08_1_65-69,4
Q_08_1_70-74,4
Q_08_1_75-79,2
Q_08_2_10-14,27
Q_08_2_15-19,22
Q_08_2_20-24,12
Q_08_2_25-29,14
Q_08_2_30-34,24
Q_08_2_35-39,18
Q_08_2_40-44,18
Q_08_2_45-49,15
Q_08_2_5-9,34
Q_08_2_50-54,9
Q_08_2_55-59,3
Q_08_2_60-64,3
Q_08_2_65-69,6
Q_08_2_70-74,3
Q_08_2_75-79,1
Q_08_2_85 y más,1
Q_09_1_45-49,47
Q_09_1_65-69,49
Q_09_1_70-74,35
Q_09_1_75-79,28
Q_09_1_80-84,21
Q_09_1_85 y más,10
Q_09_2_70-74,42
Q_09_2_75-79,20
Q_09_2_80-84,10
Q_09_2_85 y más,8
Q_10_1_20-24,19
Q_10_1_25-29,12
Q_10_1_30-34,15
Q_10_1_35-39,13
Q_10_1_40-44,11
Q_10_1_45-49,5
Q_10_1_50-54,3
Q_10_1_55-59,8
Q_10_1_60-64,11
Q_10_1_65-69,5
Q_10_1_70-74,4
Q_10_1_75-79,3
Q_10_1_80-84,3
Q_10_1_85 y más,2
Q_10_2_15-19,42
Q_10_2_20-24,44
Q_10_2_25-29,32
Q_10_2_30-34,35
Q_10_2_35-39,18
Q_10_2_40-44,27
Q_10_2_45-49,23
Q_10_2_50-54,13
Q_10_2_55-59,14
Q_10_2_60-64,12
Q_10_2_65-69,10
Q_10_2_70-74,4
Q_10_2_75-79,2
Q_10_2_80-84,2
Q_10_2_85 y más,3
Q_11_1_20-24,22
Q_11_1_25-29,12
Q_11_1_30-34,13
Q_11_1_35-39,13
Q_11_1_40-44,9
Q_11_1_45-49,9
Q_11_1_50-54,12
Q_11_1_55-59,7
Q_11_1_60-64,12
Q_11_1_65-69,9
Q_11_1_70-74,4
Q_11_1_75-79,4
Q_11_1_80-84,3
Q_11_1_85 y más,3
Q_11_2_10-14,48
Q_11_2_15-19,49
Q_11_2_20-24,48
Q_11_2_25-29,36
Q_11_2_30-34,41
Q_11_2_35-39,34
Q_11_2_40-44,29
Q_11_2_45-49,21
Q_11_2_50-54,14
Q_11_2_55-59,14
Q_11_2_60-64,13
Q_11_2_65-69,8
Q_11_2_70-74,5
Q_11_2_75-79,2
Q_11_2_80-84,7
Q_11_2_85 y más,3
Q_12_1_15-19,37
Q_12_1_20-24,17
Q_12_1_25-29,8
Q_12_1_30-34,7
Q_12_1_35-39,15
Q_12_1_40-44,9
Q_12_1_45-49,9
Q_12_1_50-54,3
Q_12_1_55-59,8
Q_12_1_60-64,5
Q_12_1_65-69,4
Q_12_1_70-74,2
Q_12_1_80-84,1
Q_12_1_85 y más,2
Q_12_2_15-19,41
Q_12_2_20-24,32
Q_12_2_25-29,20
Q_12_2_30-34,25
Q_12_2_35-39,30
Q_12_2_40-44,18
Q_12_2_45-49,18
Q_12_2_50-54,4
Q_12_2_55-59,11
Q_12_2_60-64,5
Q_12_2_65-69,5
Q_12_2_70-74,3
Q_12_2_75-79,6
Q_12_2_80-84,1
Q_12_2_85 y más,2
Q_13_1_20-24,48
Q_13_1_25-29,35
Q_13_1_30-34,25
Q_13_1_35-39,20
Q_13_1_40-44,33
Q_13_1_45-49,20
Q_13_1_50-54,17
Q_13_1_55-59,16
Q_13_1_60-64,14
Q_13_1_65-69,17
Q_13_1_70-74,12
Q_13_1_75-79,9
Q_13_1_80-84,6
Q_13_1_85 y más,2
Q_13_2_50-54,44
Q_13_2_55-59,27
Q_13_2_60-64,30
Q_13_2_65-69,20
Q_13_2_70-74,19
Q_13_2_75-79,9
Q_13_2_80-84,8
Q_13_2_85 y más,4
Q_14_1_10-14,18
Q_14_1_15-19,14
Q_14_1_20-24,5
Q_14_1_25-29,2
Q_14_1_30-34,2
Q_14_1_35-39,2
Q_14_1_40-44,1
Q_14_1_45-49,2
Q_14_1_5-9,42
Q_14_1_50-54,2
Q_14_1_65-69,2
Q_14_1_70-74,2
Q_14_1_80-84,2
Q_14_1_85 y más,1
Q_14_2_10-14,12
Q_14_2_15-19,10
Q_14_2_20-24,14
Q_14_2_25-29,13
Q_14_2_30-34,13
Q_14_2_35-39,6
Q_14_2_40-44,7
Q_14_2_45-49,3
Q_14_2_5-9,33
Q_14_2_50-54,2
Q_14_2_55-59,2
Q_14_2_60-64,1
Q_14_2_65-69,5
Q_14_2_70-74,1
Q_14_2_75-79,4
Q_14_2_80-84,1
Q_15_1_10-14,17
Q_15_1_15-19,6
Q_15_1_20-24,2
Q_15_1_30-34,7
Q_15_1_45-49,2
Q_15_1_5-9,40
Q_15_1_50-54,1
Q_15_1_55-59,1
Q_15_1_60-64,1
Q_15_2_1-4,31
Q_15_2_10-14,15
Q_15_2_15-19,16
Q_15_2_20-24,13
Q_15_2_25-29,7
Q_15_2_30-34,8
Q_15_2_35-39,13
Q_15_2_40-44,8
Q_15_2_45-49,9
Q_15_2_5-9,14
Q_15_2_50-54,4
Q_15_2_55-59,3
Q_15_2_60-64,1
Q_15_2_65-69,2
Q_15_2_70-74,1
Q_15_2_75-79,1
Q_16_1_1-4,49
Q_16_1_10-14,18
Q_16_1_15-19,16
Q_16_1_20-24,5
Q_16_1_35-39,1
Q_16_1_40-44,2
Q_16_1_45-49,2
Q_16_1_5-9,18
Q_16_1_55-59,2
Q_16_1_60-64,2
Q_16_1_65-69,3
Q_16_1_70-74,3
Q_16_1_75-79,1
Q_16_2_1-4,32
Q_16_2_10-14,6
Q_16_2_15-19,9
Q_16_2_20-24,7
Q_16_2_25-29,7
Q_16_2_30-34,6
Q_16_2_35-39,4
Q_16_2_40-44,6
Q_16_2_45-49,3
Q_16_2_5-9,18
Q_16_2_50-54,3
Q_16_2_55-59,1
Q_16_2_60-64,1
Q_16_2_75-79,1
Q_16_2_85 y más,1
Q_17_1_70-74,43
Q_17_1_75-79,27
Q_17_1_80-84,24
Q_17_1_85 y más,16
Q_17_2_70-74,46
Q_17_2_75-79,33
Q_17_2_80-84,23
Q_17_2_85 y más,28
Q_18_1_15-19,44
Q_18_1_20-24,35
Q_18_1_25-29,10
Q_18_1_30-34,21
Q_18_1_35-39,14
Q_18_1_40-44,13
Q_18_1_45-49,12
Q_18_1_50-54,8
Q_18_1_55-59,10
Q_18_1_60-64,8
Q_18_1_65-69,8
Q_18_1_70-74,8
Q_18_1_75-79,1
Q_18_1_80-84,3
Q_18_1_85 y más,2
Q_18_2_20-24,38
Q_18_2_25-29,37
Q_18_2_30-34,46
Q_18_2_35-39,43
Q_18_2_40-44,22
Q_18_2_45-49,34
Q_18_2_50-54,21
Q_18_2_55-59,15
Q_18_2_60-64,12
Q_18_2_65-69,11
Q_18_2_70-74,7
Q_18_2_75-79,2
Q_18_2_80-84,5
Q_18_2_85 y más,6
Q_19_1_10-14,20
Q_19_1_15-19,8
Q_19_1_20-24,6
Q_19_1_25-29,2
Q_19_1_35-39,2
Q_19_1_40-44,1
Q_19_1_45-49,1
Q_19_1_5-9,43
Q_19_1_55-59,1
Q_19_1_75-79,1
Q_19_1_85 y más,1
Q_19_2_1-4,22
Q_19_2_10-14,12
Q_19_2_15-19,8
Q_19_2_20-24,5
Q_19_2_25-29,9
Q_19_2_30-34,5
Q_19_2_35-39,8
Q_19_2_40-44,6
Q_19_2_45-49,4
Q_19_2_5-9,14
Q_19_2_50-54,5
Q_19_2_55-59,4
Q_19_2_65-69,1
Q_19_2_80-84,1
Q_19_2_Menor de 1,41
Q_20_1_1-4,7
Q_20_1_10-14,6
Q_20_1_30-34,2
Q_20_1_45-49,2
Q_20_1_5-9,3
Q_20_1_Menor de 1,7
Q_20_2_1-4,7
Q_20_2_10-14,5
Q_20_2_15-19,4
Q_20_2_20-24,3
Q_20_2_25-29,2
Q_20_2_30-34,1
Q_20_2_35-39,6
Q_20_2_45-49,3
Q_20_2_5-9,2
Q_20_2_50-54,2
Q_20_2_75-79,1
Q_20_2_80-84,1
Q_20_2_Menor de 1,6
Q_21_1_10-14,29
Q_21_1_15-19,9
Q_21_1_20-24,4
Q_21_1_25-29,2
Q_21_1_30-34,5
Q_21_1_35-39,3
Q_21_1_40-44,1
Q_21_1_45-49,3
Q_21_1_50-54,3
Q_21_1_55-59,2
Q_21_1_60-64,1
Q_21_1_65-69,4
Q_21_2_1-4,34
Q_21_2_10-14,12
Q_21_2_15-19,15
Q_21_2_20-24,7
Q_21_2_25-29,11
Q_21_2_30-34,12
Q_21_2_35-39,7
Q_21_2_40-44,5
Q_21_2_45-49,1
Q_21_2_5-9,26
Q_21_2_50-54,2
Q_21_2_65-69,1
Q_21_2_75-79,1
Q_21_2_80-84,1
Q_21_2_Menor de 1,45
Q_22_1_10-14,13
Q_22_1_15-19,10
Q_22_1_20-24,2
Q_22_1_25-29,5
Q_22_1_30-34,3
Q_22_1_45-49,1
Q_22_1_5-9,20
Q_22_1_50-54,1
Q_22_1_55-59,3
Q_22_1_60-64,1
Q_22_1_70-74,1
Q_22_2_1-4,30
Q_22_2_10-14,12
Q_22_2_15-19,7
Q_22_2_20-24,6
Q_22_2_25-29,1
Q_22_2_30-34,3
Q_22_2_35-39,2
Q_22_2_40-44,2
Q_22_2_45-49,6
Q_22_2_5-9,13
Q_22_2_50-54,1
Q_22_2_55-59,1
Q_23_1_15-19,30
Q_23_1_20-24,17
Q_23_1_25-29,11
Q_23_1_30-34,8
Q_23_1_35-39,11
Q_23_1_40-44,4
Q_23_1_45-49,6
Q_23_1_50-54,7
Q_23_1_55-59,9
Q_23_1_60-64,10
Q_23_1_65-69,3
Q_23_1_70-74,4
Q_23_1_75-79,3
Q_23_1_80-84,2
Q_23_1_85 y más,3
Q_23_2_10-14,48
Q_23_2_15-19,25
Q_23_2_20-24,32
Q_23_2_25-29,28
Q_23_2_30-34,25
Q_23_2_35-39,21
Q_23_2_40-44,20
Q_23_2_45-49,20
Q_23_2_50-54,15
Q_23_2_55-59,8
Q_23_2_60-64,8
Q_23_2_65-69,3
Q_23_2_70-74,4
Q_23_2_75-79,3
Q_23_2_80-84,2
Q_23_2_85 y más,3
Q_24_1_10-14,43
Q_24_1_15-19,17
Q_24_1_20-24,3
Q_24_1_25-29,7
Q_24_1_30-34,3
Q_24_1_35-39,4
Q_24_1_40-44,2
Q_24_1_50-54,4
Q_24_1_55-59,2
Q_24_1_60-64,3
Q_24_1_65-69,3
Q_24_1_70-74,1
